Bloque,Variable,Nombre_bloque,Nombre_variable,Descripcion_variable,Fuente,Unidad
2,2.276,DINAMISMO ECONÓMICO,Ratio de paro por población censada entre 30 y 34 años media del clúster de población censada,Demandas de empleo totales de cada municipio partido por el número de personas en edad entre 30 y 34 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de paro entre 30 y 34 años por municipio,Fórmula de la media del ratio de paro totales por población censada entre 30 y 34 años del clúster de población censada,5
2,2.277,DINAMISMO ECONÓMICO,Ratio de contratos por población censada entre 35 y 39 años media del clúster de población censada,Contratos totales de cada municipio partido por el número de personas censadas en edad entre 35 y 39 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de contratación entre 35 y 39 años por municipio,Fórmula de la media del ratio de contratos totales por población censada entre 35 y 39 años del clúster de población censada,5
2,2.278,DINAMISMO ECONÓMICO,Ratio de empleados por población censada entre 35 y 39 años media del clúster de población censada,Ocupados totales de cada municipio partido por el número de personas censadas en edad entre 35 y 39 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de empleabilidad entre 35 y 39 años por municipio,Fórmula de la media del ratio de ocupados totales por población censada entre 35 y 39 años del clúster de población censada,5
2,2.279,DINAMISMO ECONÓMICO,Ratio de paro por población censada entre 35 y 39 años media del clúster de población censada,Demandas de empleo totales de cada municipio partido por el número de personas en edad entre 35 y 39 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de paro entre 35 y 39 años por municipio,Fórmula de la media del ratio de paro totales por población censada entre 35 y 39 años del clúster de población censada,5
2,2.280,DINAMISMO ECONÓMICO,Ratio de contratos por población censada entre 40 y 44 años media del clúster de población censada,Contratos totales de cada municipio partido por el número de personas censadas en edad entre 40 y 44 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de contratación entre 40 y 44 años por municipio,Fórmula de la media del ratio de contratos totales por población censada entre 40 y 44 años del clúster de población censada,5
2,2.281,DINAMISMO ECONÓMICO,Ratio de empleados por población censada entre 40 y 44 años media del clúster de población censada,Ocupados totales de cada municipio partido por el número de personas censadas en edad entre 40 y 44 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de empleabilidad entre 40 y 44 años por municipio,Fórmula de la media del ratio de ocupados totales por población censada entre 40 y 44 años del clúster de población censada,5
2,2.282,DINAMISMO ECONÓMICO,Ratio de paro por población censada entre 40 y 44 años media del clúster de población censada,Demandas de empleo totales de cada municipio partido por el número de personas en edad entre 40 y 44 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de paro entre 40 y 44 años por municipio,Fórmula de la media del ratio de paro totales por población censada entre 40 y 44 años del clúster de población censada,5
2,2.283,DINAMISMO ECONÓMICO,Ratio de contratos por población censada entre 45 y 49 años media del clúster de población censada,Contratos totales de cada municipio partido por el número de personas censadas en edad entre 45 y 49 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de contratación entre 45 y 49 años por municipio,Fórmula de la media del ratio de contratos totales por población censada entre 45 y 49 años del clúster de población censada,5
2,2.284,DINAMISMO ECONÓMICO,Ratio de empleados por población censada entre 45 y 49 años media del clúster de población censada,Ocupados totales de cada municipio partido por el número de personas censadas en edad entre 45 y 49 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de empleabilidad entre 45 y 49 años por municipio,Fórmula de la media del ratio de ocupados totales por población censada entre 45 y 49 años del clúster de población censada,5
2,2.285,DINAMISMO ECONÓMICO,Ratio de paro por población censada entre 45 y 49 años media del clúster de población censada,Demandas de empleo totales de cada municipio partido por el número de personas en edad entre 45 y 49 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de paro entre 45 y 49 años por municipio,Fórmula de la media del ratio de paro totales por población censada entre 45 y 49 años del clúster de población censada,5
2,2.286,DINAMISMO ECONÓMICO,Ratio de contratos por población censada entre 50 y 54 años media del clúster de población censada,Contratos totales de cada municipio partido por el número de personas censadas en edad entre 50 y 54 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de contratación entre 50 y 54 años por municipio,Fórmula de la media del ratio de contratos totales por población censada entre 50 y 54 años del clúster de población censada,5
2,2.287,DINAMISMO ECONÓMICO,Ratio de empleados por población censada entre 50 y 54 años media del clúster de población censada,Ocupados totales de cada municipio partido por el número de personas censadas en edad entre 50 y 54 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de empleabilidad entre 50 y 54 años por municipio,Fórmula de la media del ratio de ocupados totales por población censada entre 50 y 54 años del clúster de población censada,5
2,2.288,DINAMISMO ECONÓMICO,Ratio de paro por población censada entre 50 y 54 años media del clúster de población censada,Demandas de empleo totales de cada municipio partido por el número de personas en edad entre 50 y 54 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de paro entre 50 y 54 años por municipio,Fórmula de la media del ratio de paro totales por población censada entre 50 y 54 años del clúster de población censada,5
2,2.289,DINAMISMO ECONÓMICO,Ratio de contratos por población censada entre 55 y 59 años media del clúster de población censada,Contratos totales de cada municipio partido por el número de personas censadas en edad entre 55 y 59 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de contratación entre 55 y 59 años por municipio,Fórmula de la media del ratio de contratos totales por población censada entre 55 y 59 años del clúster de población censada,5
2,2.290,DINAMISMO ECONÓMICO,Ratio de empleados por población censada entre 55 y 59 años media del clúster de población censada,Ocupados totales de cada municipio partido por el número de personas censadas en edad entre 55 y 59 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de empleabilidad entre 55 y 59 años por municipio,Fórmula de la media del ratio de ocupados totales por población censada entre 55 y 59 años del clúster de población censada,5
2,2.291,DINAMISMO ECONÓMICO,Ratio de paro por población censada entre 55 y 59 años media del clúster de población censada,Demandas de empleo totales de cada municipio partido por el número de personas en edad entre 55 y 59 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de paro entre 55 y 59 años por municipio,Fórmula de la media del ratio de paro totales por población censada entre 55 y 59 años del clúster de población censada,5
2,2.292,DINAMISMO ECONÓMICO,Ratio de contratos por población censada entre 60 y 64 años media del clúster de población censada,Contratos totales de cada municipio partido por el número de personas censadas en edad entre 60 y 64 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de contratación entre 60 y 64 años por municipio,Fórmula de la media del ratio de contratos totales por población censada entre 60 y 64 años del clúster de población censada,5
2,2.293,DINAMISMO ECONÓMICO,Ratio de empleados por población censada entre 60 y 64 años media del clúster de población censada,Ocupados totales de cada municipio partido por el número de personas censadas en edad entre 60 y 64 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de empleabilidad entre 60 y 64 años por municipio,Fórmula de la media del ratio de ocupados totales por población censada entre 60 y 64 años del clúster de población censada,5
2,2.294,DINAMISMO ECONÓMICO,Ratio de paro por población censada entre 60 y 64 años media del clúster de población censada,Demandas de empleo totales de cada municipio partido por el número de personas en edad entre 60 y 64 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de paro entre 60 y 64 años por municipio,Fórmula de la media del ratio de paro totales por población censada entre 60 y 64 años del clúster de población censada,5
2,2.295,DINAMISMO ECONÓMICO,Ratio de unidades productivas por población activa media del clúster de población censada,Unidades productivas totales de cada municipio partido por el número de personas en edad activa (15-64). Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de disponibilidad empresarial por municipio,Fórmula de la media del ratio de unidades productivas totales por población activa del clúster de población censada,5
