referencia_codigo;gestor_codigo;gestor_descripcion;municipio_codigo;municipio_descripcion;localizacion_descripcion;parcela_descripcion;regimen_codigo;clase_codigo;uso_principal_codigo;urbanizacion_codigo;superficie_registrada;superficie_edificable;descripcion_español;descripcion_ingles;observaciones_español;observaciones_ingles;contacto_direccion;referencia_catastral_20;referencia_catastral_14;coordenada_x;coordenada_y;url_visor
047001Y;Y;Ayuntamiento de Collado Villalba;047;Collado Villalba;CALLE SAN BLAS, Nº 1 UNIDAD DE EJECUCIÓN U.E. G.4.2.;PARCELA PR-2;V;URB;R;P;275,38;144,96;Suelo Urbano con acceso desde la C/San Blas, nº 1, pendIente de obras accesorias de urbanización. Residencial Multifamiliar y Unifamiliar. Ordenanza nº 5  CASCO ANTIGUO. Sin límite de nº  viv.;Urban land with access from C/San Blas, nº 1, pending accessory urbanization works. Multifamily and Single Family Residential. Ordinance No. 5 OLD TOWN. Unlimited number of homes.;Finca pendiente de regularización catastral;property pending cadastral regularization;Susana Bayón. Arquitecta Muncipal  Tf.-918562850 Ext. 3304;6502004VL1060S0001HY;6502004VL1060S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27047001Y%27&&share&&ZONE=430000,4485000,8
115091Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;Avda. Los Ángeles, 21;"PARCELA RU-7.2. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;550,56;275,5;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500  m2;;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;3837517VK3733N0001OS;3837517VK3733N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115091Y%27&&share&&ZONE=430000,4485000,8
000017N;N;Canal de Isabel II;079;Madrid;C/ LA ACEBEDA, 41;POLIGONO EL GATO, PARC. 24-10.;V;URB;I;U;770,99;894;Industrial;Industrial;;;Tf.-915451000 Gregorio Ciriza de los Ríos mail: subdireccionpatrimonio@canal.madrid c/ Santa Engracia 125.;8951610VK3685B0001QX;8951610VK3685B;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000017N%27&&share&&ZONE=430000,4485000,8
000018N;N;Canal de Isabel II;079;Madrid;C/ BERZOSA DE LOZOYA, 25;POLIGONO EL GATO, PARC. 18-1;V;URB;I;U;1247,16;1735;Industrial;Industrial;;;Tf.-915451000 Gregorio Ciriza de los Ríos mail: subdireccionpatrimonio@canal.madrid c/ Santa Engracia 125.;8952501VK3685D0001JJ;8952501VK3685D;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000018N%27&&share&&ZONE=430000,4485000,8
000019N;N;Canal de Isabel II;079;Madrid;C/ PIÑUECAR 50;POLIGONO EL GATO, PARC. 9-5;V;URB;I;U;524,33;456;Industrial;Industrial;;;Tf.-915451000 Gregorio Ciriza de los Ríos mail: subdireccionpatrimonio@canal.madrid c/ Santa Engracia 125.;9056605VK3695E0001QU;9056605VK3695E;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000019N%27&&share&&ZONE=430000,4485000,8
000021N;N;Canal de Isabel II;079;Madrid;C/ Arroyo de la Bulera 22,;VILLAVERDE BUTARQUE, PARC. TE 2-5.;V;URB;I;U;1002,5;1241,99;Industrial;Industrial;;;Tf.-915451000 Gregorio Ciriza de los Ríos mail: subdireccionpatrimonio@canal.madrid c/ Santa Engracia 125.;2357209VK4625G0001EO;2357209VK4625G;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000021N%27&&share&&ZONE=430000,4485000,8
115081Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;CALLE Trujillo, 20;"PARCELA RU.13-11. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;500;285;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500 m2;;Parcela pendiente de depuración por defecto de cabida;Property pending  regularization.;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;3936605VK3733N0001AS;3936605VK3733N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115081Y%27&&share&&ZONE=430000,4485000,8
000023N;N;Canal de Isabel II;113;Pinto;C/ ILUSTRADORES 18 .;S-4 MATEU CROMO, PARC. M-5.7.;V;URB;I;U;2336;1402;Industrial;Industrial;;;Tf.-915451000 Gregorio Ciriza de los Ríos mail: subdireccionpatrimonio@canal.madrid c/ Santa Engracia 125.;8053609VK3585S0001OK;8053609VK3585S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000023N%27&&share&&ZONE=430000,4485000,8
115082Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;CALLE Zafra, 9;"PARCELA RU.13-5. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;500;285;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500  m2;;Parcela pendiente de depuración por defecto de cabida;Property pending  regularization.;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;3936608VK3733N0001GS;3936608VK3733N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115082Y%27&&share&&ZONE=430000,4485000,8
115083Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;CALLE Zafra, 14;"PARCELA RU.12-8.API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;504,9;285;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500 m2;;Parcela pendiente de depuración por defecto de cabida;Property pending  regularization.;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;4036716VK3733N0001AS;4036716VK3733N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115083Y%27&&share&&ZONE=430000,4485000,8
115084Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;CALLE Zafra, 14D;"PARCELA RU.12-7.API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;515,23;285;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500  m2;;Parcela pendiente de depuración por defecto de cabida;Property pending  regularization.;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;4036717VK3733N0001BS;4036717VK3733N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115084Y%27&&share&&ZONE=430000,4485000,8
115085Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;CALLE Zafra, 2;"PARCELA RU.12-1. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;573,52;285;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500  m2;;Parcela pendiente de depuración por defecto de cabida;Property pending  regularization.;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;4036710VK3733N0001ES;4036710VK3733N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115085Y%27&&share&&ZONE=430000,4485000,8
000028N;N;Canal de Isabel II;033;Campo Real;C/ D, 3;SAU-I-1 CAMPO REAL I-5;V;URB;I;U;963,14;674,2;Industrial;Industrial;;;Tf.-915451000 Gregorio Ciriza de los Ríos mail: subdireccionpatrimonio@canal.madrid c/ Santa Engracia 125.;8555780VK6685N0001GT;8555780VK6685N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000028N%27&&share&&ZONE=430000,4485000,8
000029N;N;Canal de Isabel II;027;Buitrago del Lozoya;AV, DE MADRID, 49;;V;URB;R;U;1045;1045;Residencial;Residential;;;Tf.-915451000 Gregorio Ciriza de los Ríos mail: subdireccionpatrimonio@canal.madrid c/ Santa Engracia 125.;6578003VL4367N0001YU;6578003VL4367N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000029N%27&&share&&ZONE=430000,4485000,8
115086Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;CALLE Zafra, 4;"PARCELA RU.12-2. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;590,61;285;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500  m2;;Parcela pendiente de depuración por defecto de cabida;Property pending  regularization.;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;4036711VK3733N0001SS;4036711VK3733N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115086Y%27&&share&&ZONE=430000,4485000,8
115087Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;CALLE Zafra, 6;"PARCELA RU.12-3. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;659,44;285;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500  m2;;Parcela pendiente de depuración por defecto de cabida;Property pending  regularization.;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;4036712VK3733N0001ZS;4036712VK3733N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115087Y%27&&share&&ZONE=430000,4485000,8
000030C;C;Dirección General de Suelo;045;Colmenar Viejo;ARUNP 2 SECTOR 1 LAESTACION;T-5;V;URB;T;U;796,62;503;Terciario;;;;Tf.-91 438 21 65 / 66, c/ Alcalá, 16, Madrid 28014;4504105VL3040S0001DX;4504105VL3040S;434274;4500256;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000030C%27&&share&&ZONE=430000,4485000,8
000031C;C;Dirección General de Suelo;045;Colmenar Viejo;ARUNP 2 SECTOR 1 LAESTACION;T-6;V;URB;T;U;640,74;405;Terciario;;;;Tf.-91 438 21 65 / 66, c/ Alcalá, 16, Madrid 28014;4504106VL3040S0001XX;4504106VL3040S;434274;4500193;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000031C%27&&share&&ZONE=430000,4485000,8
000032C;C;Dirección General de Suelo;045;Colmenar Viejo;ARUNP 2 SECTOR 1 LAESTACION;T-7;V;URB;T;U;808,25;511;Terciario;;;;Tf.-91 438 21 65 / 66, c/ Alcalá, 16, Madrid 28014;4403707VL3040S0001SX;4403707VL3040S;434274;4500132;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000032C%27&&share&&ZONE=430000,4485000,8
000033C;C;Dirección General de Suelo;045;Colmenar Viejo;ARUNP 2 SECTOR 1 LAESTACION;T-8;V;URB;T;U;684,6;432;Terciario;;;;Tf.-91 438 21 65 / 66, c/ Alcalá, 16, Madrid 28014;4403708VL3040S0001ZX;4403708VL3040S;434274;4500067;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000033C%27&&share&&ZONE=430000,4485000,8
000034C;C;Dirección General de Suelo;045;Colmenar Viejo;ARUNP 2 SECTOR 1 LAESTACION;T-9;V;URB;T;U;698,38;441;Terciario;;;;Tf.-91 438 21 65 / 66, c/ Alcalá, 16, Madrid 28014;4902504VL3040S0001QX;4902504VL3040S;434787;4500098;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000034C%27&&share&&ZONE=430000,4485000,8
000035C;C;Dirección General de Suelo;045;Colmenar Viejo;ARUNP 2 SECTOR 1 LAESTACION;T-10;V;URB;T;U;673,88;426;Terciario;;;;Tf.-91 438 21 65 / 66, c/ Alcalá, 16, Madrid 28014;4902503VL3040S0001GX;4902503VL3040S;434787;4500037;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000035C%27&&share&&ZONE=430000,4485000,8
000039C;C;Dirección General de Suelo;045;Colmenar Viejo;ARUNP 2 SECTOR 1 LAESTACION;RU-5.3;V;URB;R;U;13263,15;7200;V.unifamiliar;;;;Tf.-91 438 21 65 / 66, c/ Alcalá, 16, Madrid 28014;4403703VL3040S0001XX;4403703VL3040S;434382;4500094;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000039C%27&&share&&ZONE=430000,4485000,8
115088Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;CALLE Zafra, 8;"PARCELA RU.12-4. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;691,08;285;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500  m2;;Parcela pendiente de depuración por defecto de cabida;Property pending  regularization.;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;4036713VK3733N0001US;4036713VK3733N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115088Y%27&&share&&ZONE=430000,4485000,8
115089Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;CALLE Zafra, 10;"PARCELA RU.12-5. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;757,48;285;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500  m2;;Parcela pendiente de depuración por defecto de cabida;Property pending  regularization.;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;4036714VK3733N0001HS;4036714VK3733N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115089Y%27&&share&&ZONE=430000,4485000,8
115090Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;CALLE Zafra, 12;"PARCELA RU.12-6. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;820,07;285;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500  m2;;Parcela pendiente de depuración por defecto de cabida;Property pending  regularization.;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;4036715VK3733N0001WS;4036715VK3733N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115090Y%27&&share&&ZONE=430000,4485000,8
000040C;C;Ayuntamiento de Colmenar Viejo;045;Colmenar Viejo;ARUNP 2 SECTOR 1 LAESTACION;RU-5.4;V;URB;R;U;2076,64;1280;V.unifamiliar;;;;Ayuntamiento de Colmenar Viejo urbanismo@colmenarviejo.com;4403704VL3040S0001IX;4403704VL3040S;434324;4500049;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000040C%27&&share&&ZONE=430000,4485000,8
000041C;C;Ayuntamiento de Colmenar Viejo;045;Colmenar Viejo;ARUNP 2 SECTOR 1 LAESTACION;RU-5.5;V;URB;R;U;2076,64;1280;V.unifamiliar;;;;Ayuntamiento de Colmenar Viejo urbanismo@colmenarviejo.com;4403705VL3040S0001JX;4403705VL3040S;434408;4500048;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000041C%27&&share&&ZONE=430000,4485000,8
000042C;C;Ayuntamiento de Colmenar Viejo;045;Colmenar Viejo;ARUNP 2 SECTOR 1 LAESTACION;RU-7.7;V;URB;R;U;250,67;159;V.unifamiliar;;P.Cons,86,76%;;Ayuntamiento de Colmenar Viejo urbanismo@colmenarviejo.com;4702407VL3040S0001JX;4702407VL3040S;434654;4500021;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000042C%27&&share&&ZONE=430000,4485000,8
000043C;C;Ayuntamiento de Colmenar Viejo;045;Colmenar Viejo;ARUNP 2 SECTOR 1 LAESTACION;RU-7.9;V;URB;R;U;250,67;159;V.unifamiliar;;P.Cons,33,13%;;Ayuntamiento de Colmenar Viejo urbanismo@colmenarviejo.com;4702409VL3040S0001SX;4702409VL3040S;434654;4500021;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000043C%27&&share&&ZONE=430000,4485000,8
115092Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;Avda. Los Ángeles, 19;"PARCELA RU-7.3. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;550,75;275,5;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500  m2;;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;3837518VK3733N0001KS;3837518VK3733N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115092Y%27&&share&&ZONE=430000,4485000,8
115093Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;Avda. Los Ángeles, 17;"PARCELA RU-7.4 .API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;550,93;275,5;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500  m2;;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;3837519VK3733N0001RS;3837519VK3733N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115093Y%27&&share&&ZONE=430000,4485000,8
115094Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;Avda. Los Ángeles, 15;"PARCELA RU-7.5. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;551,12;275,5;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500  m2;;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;3837520VK3733N0001OS;3837520VK3733N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115094Y%27&&share&&ZONE=430000,4485000,8
115095Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;Avda. Los Ángeles, 13;"PARCELA RU-7.6. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;580,05;275,5;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500  m2;;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;3837521VK3733N0001KS;3837521VK3733N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115095Y%27&&share&&ZONE=430000,4485000,8
115096Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;Avda. Los Ángeles, 23;"PARCELA RU-7.1. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;551,07;275,5;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500  m2;;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;3837524VK3733N0001XS;3837524VK3733N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115096Y%27&&share&&ZONE=430000,4485000,8
115097Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;Avda. Los Ángeles, 43;"PARCELA RU-5.7. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;611,17;275,5;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500  m2;;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;3834213VK3733N0001GS;3834213VK3733N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115097Y%27&&share&&ZONE=430000,4485000,8
115098Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;Avda. Los Ángeles, 49;"PARCELA RU-5.4. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;600,02;275,5;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500  m2;;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;3834210VK3733N0001AS;3834210VK3733N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115098Y%27&&share&&ZONE=430000,4485000,8
000028C;C;Dirección General de Suelo;045;Colmenar Viejo;ARUNP 2 SECTOR 1 LAESTACION;T-4.1;V;URB;T;U;14134,83;14517;Terciario;;;;Tf.-91 438 21 65 / 66, c/ Alcalá, 16, Madrid 28014;4899301VK3949N0001WD;4899301VK3949N;434706;4499768;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000028C%27&&share&&ZONE=430000,4485000,8
115099Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;Avda. Los Ángeles, 47;"PARCELA RU-5.5. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;603,36;275,5;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500  m2;;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;3834211VK3733N0001BS;3834211VK3733N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115099Y%27&&share&&ZONE=430000,4485000,8
115100Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;Avda. Los Ángeles, 51;"PARCELA RU-5.3. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;599,45;275,5;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500  m2;;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;3834209VK3733N0001YS;3834209VK3733N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115100Y%27&&share&&ZONE=430000,4485000,8
115101Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;Avda. Los Ángeles, 45;"PARCELA RU-5.6. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;605,52;275,5;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500  m2;;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;3834212VK3733N0001YS;3834212VK3733N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115101Y%27&&share&&ZONE=430000,4485000,8
115102Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;Avda. Los Ángeles, 41;"PARCELA RU-5.8. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;638,88;275,5;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500  m2;;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;3834214VK3733S0001QB;3834214VK3733S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115102Y%27&&share&&ZONE=430000,4485000,8
